epoch,year,season,episode,leecher,title,path
Happy!,0,1,6,[i_c],Happy S01E06 The Scrapyard of Childish Things.mkv,../redesign-files/tv/Happy!/Season 1/Happy S01E06 The Scrapyard of Childish Things.mkv
Happy!,0,1,4,[i_c],Happy S01E04 Year of the Horse.mkv,../redesign-files/tv/Happy!/Season 1/Happy S01E04 Year of the Horse.mkv
Happy!,0,1,1,[i_c],Happy S01E01 Saint Nick.mkv,../redesign-files/tv/Happy!/Season 1/Happy S01E01 Saint Nick.mkv
Happy!,0,1,8,[i_c],Happy S01E08 I Am the Future.mkv,../redesign-files/tv/Happy!/Season 1/Happy S01E08 I Am the Future.mkv
Happy!,0,1,5,[i_c],Happy S01E05 White Sauce Hot Sauce.mkv,../redesign-files/tv/Happy!/Season 1/Happy S01E05 White Sauce Hot Sauce.mkv
Happy!,0,1,7,[i_c],Happy S01E07 Destroyer of Worlds.mkv,../redesign-files/tv/Happy!/Season 1/Happy S01E07 Destroyer of Worlds.mkv
Happy!,0,1,3,[i_c],Happy S01E03 When Christmas Was Christmas.mkv,../redesign-files/tv/Happy!/Season 1/Happy S01E03 When Christmas Was Christmas.mkv
Happy!,0,1,2,[i_c],Happy S01E02 What Smiles are for.mkv,../redesign-files/tv/Happy!/Season 1/Happy S01E02 What Smiles are for.mkv
